DIP编码,DIP名称,权重,DIP住院费用,DIP收入,DIP结余,结余率(%),预计结算点数,入组病例数,高倍率病例数,低倍率病例数,超支病例,服务性收入
C71.0,大脑（除外脑叶和脑室)恶性肿瘤,0.956,158354.04,158354.04,0,0,14927.74673,1,0,0,0,187358.67
K35.2:47.0901,急性阑尾炎伴弥漫性腹膜炎:阑尾切除术,0.761,52819.88,52819.88,0,0,4537.112989,1,0,0,0,69678.16
S62.5:79.3400x004,拇指骨折:指骨骨折切开复位钢针内固定术,0.654,48243.12,48243.12,0,0,4185.039784,1,0,0,0,68020.69
C22.9:99.2503,未特指的肝恶性肿瘤:静脉注射化疗药物,1.275,77537.19,77537.19,0,0,6502.389753,1,0,0,0,93587.29
N20.9,未特指的泌尿系结石,0.206,546.2,546.2,0,0,54.78674535,1,0,1,0,574.4
S72.9:79.3501,股骨部位未特指的骨折:股骨骨折切开复位内固定术,2.867,55253.71,55253.71,0,0,2867,1,0,0,0,77518.23
N43.3,未特指的鞘膜积液,0.499,1104.9,1105.390136,0.490136447,0.000443603,110.8273067,1,0,1,0,1308.9
N76.4,外阴肿脓,0.328,1506.25,1507.422065,1.172065358,0.000778135,151.0848319,1,0,1,0,2175.45
M67.4,腱鞘囊肿,0.248,1220.36,1221.583395,1.22339527,0.001002487,122.4085546,1,0,1,0,1592.46
T78.2,未特指的过敏性休克,0.313,1389.4,1391.143922,1.743922094,0.001255162,139.3641596,1,0,1,0,1860.26
I89.1,淋巴管炎,0.327,17797.96,17799.84494,1.884940513,0.000105908,1458.229407,2,0,1,0,7686.57
H34.8,其他的视网膜血管阻塞,0.405,1185.02,1187.033596,2.013596271,0.001699209,118.8637659,1,0,1,0,1390.02
P70.1,糖尿病母亲的婴儿综合征,0.567,11002.77,11004.89764,2.127638993,0.000193373,1134,2,0,0,1,9259.19
R74.8,其他血清酶水平异常,0.393,1522.68,1524.898122,2.218122117,0.001456722,152.7328477,1,0,1,0,2055.98
K40.2:17.2100x001,双侧腹股沟疝，不伴有梗阻或坏疽:腹腔镜下双侧腹股沟直疝无张力修补术,1.931,19418.69,19422.4078,3.717796011,0.000191455,1931,1,0,0,0,23138.49
S19.9,颈部未特指的损伤,0.661,1931.2,1936.180398,4.980397507,0.002578913,193.7095617,1,0,1,0,3774.2
H02:SS,眼睑的其他疾患:相关手术,0.47,1965.07,1970.564716,5.494716422,0.002796194,197.1069016,1,0,1,0,2940.37
Q21.0,室间隔缺损,0.577,2628.55,2634.774732,6.224732484,0.002368124,263.6574505,1,0,1,0,3547.95
L80.X,白癜风,0.564,2560.63,2568.51751,7.8875098,0.003080301,251.210303,1,0,1,0,3007.23
N75.0,前庭大腺囊肿,0.302,1160.58,1170.119212,9.539211591,0.008219349,116.4123048,1,0,1,0,1360.98
K14:SS,舌疾病:相关手术,1.181,2797.6,2807.491212,9.891212428,0.003535606,280.6140586,1,0,1,0,3281.4
O91.1,与分娩有关的乳房脓肿,0.385,3955.21,3966.113383,10.90338319,0.002756714,385,1,0,0,0,6533.71
J39.3,部位未特指的上呼吸道过敏反应,0.425,4238.04,4249.791487,11.75148657,0.002772859,425,1,0,0,0,5602.64
K80.5:51.8801,胆管结石不伴有胆管炎或胆囊炎:胆道镜下胆管取石术,1.52,4062.6,4078.485979,15.88597913,0.003910299,407.500241,1,0,1,0,5028.6
N13.5,输尿管扭结和狭窄不伴有肾盂积水,0.551,1492.56,1511.359408,18.79940774,0.012595412,149.7116526,1,0,1,0,1641.66
I86:ZLXCZ,其他部位的静脉曲张:治疗性操作,2.637,6571.12,6592.830634,21.71063448,0.003303947,659.1180485,1,0,1,0,10030.62
I21.1:96.0400,下壁急性透壁性心肌梗死:气管内插管,1.746,4895.59,4917.726099,22.13609863,0.004521641,491.0535383,1,0,1,0,5457.87
D37:ZLXCZ,口腔和消化器官动态未定或动态未知的肿瘤:治疗性操作,1.612,5988.04,6011.561081,23.52108118,0.00392801,600.6320442,1,0,1,0,8235.24
H91:SS,其他听觉丧失:相关手术,0.93,3376.88,3401.753867,24.87386736,0.007365932,338.7189026,1,0,1,0,3928.08
C64.X:55.2301,肾(除外肾盂)恶性肿瘤:肾穿刺活组织检查,1.387,6900.65,6925.756103,25.10610303,0.003638223,692.1716482,1,0,1,0,7457.75
B00.0,疱疹性湿疹,0.367,3663.12,3688.521146,25.40114645,0.006934293,367,1,0,0,0,4355.22
K63.5:48.3600x004,结肠息肉:内镜下直肠黏膜切除术(EMR),0.814,8484.73,8512.148767,27.41876666,0.003231543,814,1,0,0,0,10662.93
K10.2:76.2x01,颌的炎性情况:下颌骨病损切除术,0.867,8667.81,8696.914016,29.10401622,0.003357713,867,1,0,0,0,12770.16
O34.3:67.5901,为宫颈机能不全给予的孕产妇医疗:经阴道子宫颈环扎术,0.582,5654.59,5684.948376,30.35837611,0.005368802,582,1,0,0,0,9766.65
J80.X,成人型呼吸窘迫综合征,1.881,2822.85,2853.431744,30.5817441,0.010833641,283.1467669,1,0,1,0,4901.08
M32:ZLXCZ,系统性红斑狼疮:治疗性操作,2.027,7064.6,7095.879228,31.27922787,0.004427601,708.6166993,1,0,1,0,8630.9
D47.4,骨髓纤维瘤,0.634,6187.3,6223.352499,36.05249926,0.005826855,634,1,0,0,0,7198.7
I61.4:01.0900x009,小脑的脑内出血:脑室钻孔引流术,3.215,9727.56,9767.254563,39.69456325,0.004080629,975.7256544,1,0,1,0,12216.04
G40.9:03.3101,未特指的癫癎:腰椎穿刺术,1.091,2871.16,2911.034451,39.87445052,0.013887924,282.1803008,1,0,1,0,3174.96
S93.4,踝扭伤和劳损,0.426,4396.51,4436.793617,40.28361727,0.009162635,426,1,0,0,0,6364.61
J06:ZDXCZ,多发性和未特指部位的急性上呼吸道感染:诊断性操作,0.607,17332.16,17376.68891,44.5289115,0.00256915,1821,3,0,0,2,10063.68
N84.0:68.2302,子宫体息肉:宫腔镜子宫内膜切除术,1.019,9946.65,9994.776979,48.12697854,0.004838511,1019,1,0,0,0,13414.35
C91.0:03.3101+41.3800x001,急性淋巴细胞白血病[ALL]:腰椎穿刺术+骨髓穿刺术,4.665,7244.79,7292.924546,48.13454642,0.006644022,726.6907081,1,0,1,0,7587.99
K22.6,胃-食管撕裂-出血综合征,0.522,5062.71,5111.048074,48.33807355,0.009547865,522,1,0,0,0,5732.21
A41.0,金黄色葡萄球菌性脓毒症,1.592,11896.13,11945.21841,49.08841356,0.004126419,1193.244681,2,0,2,0,10397.03
G54.9,未特指的神经根和神经丛疾患,0.473,4644.82,4694.465954,49.64595383,0.010688456,473,1,0,0,0,6184.02
M25.5,关节痛,0.355,4788.53,4839.769424,51.23942354,0.01070045,451.934578,2,0,1,1,4070.33
G43.2,偏头痛状态,0.463,4762.98,4814.797992,51.81799177,0.010879322,463,1,0,0,0,5084.78
T78.1,其他有害食物反应，不可归类在他处者,0.212,1938.75,1994.460864,55.71086357,0.028735455,212,1,0,0,0,2425.93
H05:SS,眼眶疾患:相关手术,0.688,2196.97,2252.860375,55.89037549,0.025439754,220.3676967,1,0,1,0,3249.77
H00.0,睑腺炎和眼睑的其他深部炎症,0.196,1324.83,1386.604007,61.77400721,0.046627875,196,1,0,0,0,1829.83
J31.0:21.6903,慢性鼻炎:内镜下鼻甲部分切除术,0.802,24037.96,24099.74936,61.78936399,0.002570491,2406,3,0,0,2,17539.06
G81:SS,偏瘫:相关手术,6.917,15062.74,15127.55605,64.81604844,0.004303072,1510.872392,1,0,1,0,18988.34
H60:SS,外耳炎:相关手术,0.761,2682.62,2751.777653,69.15765303,0.025779892,269.0809572,1,0,1,0,3457.62
C78.6:54.9101,腹膜后和腹膜继发性恶性肿瘤:腹腔穿刺引流术,0.876,8657.62,8727.806962,70.1869625,0.008106958,876,1,0,0,0,9636.52
N64.5,乳房的其他体征和症状,0.377,3607.3,3678.10242,70.80241991,0.019627539,377,1,0,0,0,3959.3
D01.2:48.3600x002,直肠原位癌:内镜下直肠病损切除术,1.139,11820.27,11893.64789,73.37788765,0.006207801,1139,1,0,0,0,14449.07
I61.8:96.0400,其他脑内出血:气管内插管,4.765,18021.67,18095.46777,73.79777448,0.004094947,1807.668702,1,0,1,0,22073.25
S42.3:79.1100x004,肱骨干骨折:肱骨骨折闭合复位髓内针内固定术,2.3,22849.61,22926.67668,77.06667776,0.003372779,2300,1,0,0,0,26696.21
J34.1:21.3200x003,鼻和鼻窦的囊肿和粘液囊肿:鼻前庭病损切除术,0.768,7901.61,7980.260745,78.65074528,0.009953762,768,1,0,0,0,10767.33
P96.8,起源于围生期其他特指的情况,0.535,5209.83,5290.159022,80.3290218,0.015418742,535,1,0,0,0,8132.81
D17.2:83.3900x017,四肢皮肤和皮下组织良性脂肪瘤样肿瘤:软组织病损切除术,0.64,12867.49,12948.23215,80.74214811,0.006274895,1280,2,0,0,1,10973.27
Q53:SS,睾丸未降:相关手术,1.074,11100.45,11184.32373,83.87373005,0.007555886,1074,1,0,0,0,14907.31
N93.9,未特指的异常的子宫和阴道出血,0.401,11272.2,11366.75964,94.55964108,0.008388748,1203,3,0,0,1,7458.62
D27.X,卵巢良性肿瘤,1.034,10641.28,10741.95665,100.6766531,0.009460953,1034,1,0,0,0,13131.98
G24.5,睑痉挛,0.651,6423.55,6526.743382,103.1933822,0.016064852,651,1,0,0,0,7857.75
R91:SS,肺诊断性影像检查的异常所见:相关手术,2.823,11106.68,11211.63724,104.9572403,0.00944992,1114.058676,1,0,1,0,14143.38
K50.9,未特指的克罗恩病,0.663,6773.22,6878.37279,105.15279,0.015524786,663,1,0,0,0,6903.32
D31.0:10.3101,结合膜良性肿瘤:结膜病损切除术,0.252,2170.8,2280.728036,109.9280364,0.050639412,252,1,0,0,0,2951.8
M25.8:83.3101,其他特指的关节疾患:腱鞘囊肿切除术,0.523,5303.47,5413.557163,110.0871631,0.020757573,523,1,0,0,0,7249.27
I80:ZLXCZ,静脉炎和血栓性静脉炎:治疗性操作,1.82,18101.45,18214.67273,113.2227294,0.006254898,1820,1,0,0,0,22170.75
I63.4,大脑动脉栓塞引起的脑梗死,0.962,8763.96,8879.598164,115.6381639,0.013194739,962,1,0,0,0,9786.76
O24.4,妊娠期发生的糖尿病,0.215,1762.63,1881.731055,119.1010547,0.067570083,215,1,0,0,0,2595.63
I48.0:88.5500,阵发性心房颤动:单根导管的冠状动脉造影术,1.073,21928.46,22048.9609,120.5009047,0.005495183,2146,2,0,0,1,12203.32
Z48.8:13.7100x001,其他特指手术的随诊医疗:白内障摘除伴人工晶体一期置入术,1.203,12388.16,12511.47685,123.3168473,0.009954412,1203,1,0,0,0,16695.06
C61.X,前列腺恶性肿瘤,0.702,101635.43,101759.9737,124.5436751,0.001225396,7455.955933,3,0,1,1,41939.25
K62.6,肛门和直肠溃疡,0.474,4450.54,4581.417973,130.877973,0.029407212,474,1,0,0,0,5939.54
D12.3:45.2501,横结肠良性肿瘤:结肠镜下大肠活组织检查,0.733,29565.25,29697.45186,132.2018616,0.004471529,2932,4,0,0,2,15038.72
HY:BSZL,眼和附器疾病:保守治疗,0.362,7403.13,7536.750843,133.6208433,0.018049236,863.2789001,3,0,1,1,5678.58
J38.1:30.0906,声带和喉的息肉:内镜下声带病损激光切除术,0.948,18995.17,19132.15451,136.984515,0.007211545,1896,2,0,0,1,17499.19
E78.0,纯高胆固醇血症,0.316,3043.16,3180.460126,137.3001261,0.045117617,316,1,0,0,0,3533.96
N30.1,间质性膀胱炎（慢性),0.628,5570.45,5711.465115,141.0151152,0.025314852,628,1,0,0,0,6186.95
J15.1:96.0400,假单胞菌性肺炎:气管内插管,7.562,28695.51,28837.43488,141.924884,0.004945892,2878.311239,1,0,1,0,40196.2
K81.0:51.2300+54.5101,急性胆囊炎:腹腔镜下胆囊切除术+腹腔镜下肠粘连松解术,2.128,39455.73,39597.97055,142.2405452,0.003605067,4256,2,0,0,1,30889.83
H05.0,眼眶急性炎症,0.309,2562.72,2709.371396,146.6513958,0.0572249,309,1,0,0,0,3657.52
D00.2:44.1401,胃原位癌:胃镜下活组织检查,0.721,7185.42,7336.52481,151.1048101,0.021029364,721,1,0,0,0,8561.52
H60.1,外耳蜂窝织炎,0.251,18493.02,18645.50238,152.4823815,0.008245402,2008,8,0,0,4,9931.41
E86.X,血容量缺失,0.244,6003.48,6156.293301,152.8133007,0.02545412,684.9123094,4,0,2,3,2962.43
H40.5:12.6704+14.7903,继发于其他眼部疾患的青光眼:青光眼阀置入术+玻璃体药物注射术,1.287,13235.38,13392.30313,156.9231303,0.011856337,1287,1,0,0,0,17427.48
K63.2,肠瘘,1.031,3583.33,3741.26269,157.93269,0.04407428,359.4269282,1,0,1,0,5315.03
N76:SS,阴道和外阴的其他炎症:相关手术,0.614,5827.95,5986.713389,158.7633895,0.027241721,614,1,0,0,0,8454.45
D:ZDXCZ,血液及造血器官疾病和涉及免疫机制的某些疾患:诊断性操作,1.684,160338.43,160498.82,160.3899989,0.001000322,15025.6401,13,0,6,9,42739.53
S13.1,颈椎脱位,0.287,4366.05,4528.37578,162.3257803,0.037179093,574,2,0,0,0,4133.3
L02.2:86.0400x011,躯干皮肤脓肿、疖和痈:皮肤和皮下组织切开引流术,0.413,3714.17,3876.914956,162.7449559,0.043817315,413,1,0,0,0,4994.47
D12.2:48.3600x002,升结肠良性肿瘤:内镜下直肠病损切除术,0.799,8106.74,8271.571286,164.831286,0.020332623,799,1,0,0,0,10253.84
D69.6:41.3800x001,未特指的血小板减少:骨髓穿刺术,0.779,7726.36,7892.878374,166.5183741,0.021551982,779,1,0,0,0,9169.36
H60.4:18.2900x009,外耳胆脂瘤:外耳道病损切除术,0.603,14676.94,14848.99662,172.056624,0.011722922,1485.461095,3,0,1,0,10910.6
I67.6,颅内静脉系统的非生脓性血栓形成,0.916,9347.55,9521.006944,173.4569441,0.018556407,916,1,0,0,0,11528.95
D36.7:86.3x02,其他特指部位的良性肿瘤:皮肤病损切除术,0.487,4206.19,4384.031073,177.8410728,0.042280799,487,1,0,0,0,4906.79
D23.4:86.3x02,头皮和颈部皮肤良性肿瘤:皮肤病损切除术,0.415,3788.29,3966.643017,178.3530168,0.047080085,415,1,0,0,0,4746.29
M31.8,其他特指的坏死性血管病,0.693,10787.08,10967.9118,180.8318041,0.01676374,1084.628187,3,0,2,2,5406.71
H61.8:18.2100x006,外耳其他特指的疾患:耳前瘘管切除术,0.62,40158.28,40343.44923,185.169225,0.004610985,4136.148116,8,0,2,4,26291.9
J34.2,鼻中隔偏曲,0.644,2585.57,2771.847449,186.277449,0.072045023,325.5407696,2,0,2,0,1429.83
T18.9,消化道未特指部位内异物,0.27,5250.7,5437.494742,186.7947419,0.035575208,666.4779399,3,0,1,1,3467.73
Z54:ZLXCZ,恢复期:治疗性操作,0.979,9974.49,10161.31848,186.8284821,0.01873063,979,1,0,0,0,12223.49
D25.9:54.5100x009,未特指的子宫平滑肌瘤:腹腔镜下盆腔粘连松解术,1.85,37405.53,37593.11712,187.5871211,0.005014957,3700,2,0,0,1,36100.72
C18.2:45.2501,升结肠恶性肿瘤:结肠镜下大肠活组织检查,0.971,9404.76,9592.63844,187.8784401,0.019976952,971,1,0,0,0,10549.66
D23.3:27.9900x005,面部其他和未特指部位皮肤的良性肿瘤:面部病损切除术,0.41,3848.2,4038.477576,190.2775765,0.049445865,410,1,0,0,0,5299
M89:SS,骨的其他疾患:相关手术,1.244,12708.38,12898.67724,190.2972411,0.014974154,1244,1,0,0,0,18456.31
S86.3,在小腿水平的腓侧肌群的肌肉和肌腱损伤,0.563,5198,5388.506931,190.506931,0.036650044,563,1,0,0,0,8027.2
H18.8,角膜其他特指的疾患,0.262,1864.97,2058.089304,193.1193039,0.10355089,262,1,0,0,0,2291.87
E11.2:39.2700x001,非胰岛素依赖型糖尿病伴有肾的并发症:为肾透析的动静脉造瘘术,1.411,14513.97,14714.41247,200.4424692,0.013810313,1411,1,0,0,0,17616.87
D25.9:68.4100,未特指的子宫平滑肌瘤:腹腔镜经腹全子宫切除术,1.567,15163.65,15365.91356,202.2635615,0.013338712,1567,1,0,0,0,22185.2
K10.2,颌的炎性情况,0.445,4346.35,4551.192077,204.8420769,0.047129678,445,1,0,0,0,5052.85
K80.3:51.8801,胆管结石伴有胆管炎:胆道镜下胆管取石术,2.287,7271.1,7479.021509,207.9215088,0.028595606,718.1365169,1,0,1,0,9142.3
P91.6,新生儿缺氧缺血性脑病,0.954,9183.88,9392.761595,208.8815945,0.022744373,954,1,0,0,0,11707.93
K36.X:47.0100,其他阑尾炎:腹腔镜下阑尾切除术,1.007,9636.4,9856.665492,220.2654924,0.022857654,1007,1,0,0,0,12650.86
C34.1:32.2400x001,上叶，支气管或肺的恶性肿瘤:经皮肺病损射频消融术,2.798,27167.73,27391.97601,224.2460136,0.008254131,2798,1,0,0,0,28997.83
A38.X,猩红热,0.282,1871.2,2097.794869,226.5948691,0.121096018,282,1,0,0,0,2708.8
H20.9,未特指的虹膜睫状体炎,0.363,4575.22,4804.214846,228.9948462,0.050051112,519.8764589,2,0,1,0,4608.53
N18.5:96.0400,慢性肾脏疾病，5期:气管内插管,4.76,6236.17,6470.254292,234.0842919,0.037536548,625.5207939,1,0,1,0,7060.57
S06.4,硬膜外出血,0.841,28816.24,29051.44699,235.2069893,0.008162307,2975.566945,5,0,2,3,10682.14
E16.1,其他低血糖,0.507,4561.55,4797.001528,235.4515276,0.051616562,507,1,0,0,0,4941.45
H02.4:08.3300x001,上睑下垂:上睑下垂提上睑肌缩短术,0.37,3518.64,3755.80064,237.1606402,0.067401223,370,1,0,0,0,6217.14
S80.1,小腿其他和未特指部位的挫伤,0.387,4738.98,4976.763987,237.7839868,0.050176196,544.4060708,2,0,1,1,2780.57
N31.9:57.9400,膀胱未特指的神经肌肉功能不良:留置导尿管的置入术,0.506,4364.97,4612.499455,247.5294551,0.056708169,506,1,0,0,0,5337.37
H25.0:13.4100x001,老年性初期白内障:白内障超声乳化抽吸术,0.691,5935.91,6185.605817,249.695817,0.042065297,691,1,0,0,0,9116.71
I77.1,动脉狭窄,0.628,7552.05,7805.632685,253.5826854,0.033577993,798.9347954,2,0,1,1,2854.13
H40.5,继发于其他眼部疾患的青光眼,0.252,4366.63,4620.420989,253.7909892,0.058120562,561.8972122,3,0,1,0,3906.37
G93.6,脑水肿,0.402,7130.38,7392.359364,261.9793636,0.036741291,804,2,0,0,1,3901.36
D25.9,未特指的子宫平滑肌瘤,0.976,3645.03,3910.936474,265.9064741,0.072950421,427.7297947,1,0,1,0,4089.03
L02.3:54.0x00x001,臀部皮肤脓肿、疖和痈:骶部脓肿切开引流术,0.433,3680.44,3946.837087,266.3970874,0.072381859,433,1,0,0,0,4962.54
I20.0:00.2400x001,不稳定性心绞痛:冠状动脉血管内超声(IVUS),4.011,41505.9,41776.57338,270.6733827,0.006521323,4011,1,0,0,0,48336.66
O00.8:69.0100x002,其他的异位妊娠:人工流产钳刮术,0.419,43800.4,44072.5422,272.1421957,0.006213235,4034.292508,2,0,0,0,18676.09
C50.4:85.1100x001,乳房上外象限恶性肿瘤:乳房穿刺活检,0.916,8849.98,9125.541324,275.5613242,0.031136943,916,1,0,0,0,9673.98
M05.3,类风湿性关节炎累及其他器官和系统,0.785,17115.96,17392.55567,276.5956739,0.016160103,1762.802802,3,0,1,2,10313.16
K63.5:43.4101+45.4307,结肠息肉:内镜下胃病损氩离子凝固术+内镜下结肠黏膜切除术(EMR),0.826,16885.81,17165.88543,280.0754269,0.016586437,1652,2,0,0,1,12765.39
K80.1:51.0101,胆囊结石伴有其他胆囊炎:胆囊穿刺术,1.121,10089.29,10377.51262,288.2226219,0.028567186,1121,1,0,0,0,11109.88
J15.7:33.2403,肺炎支原体性肺炎:纤维支气管镜检查伴肺泡灌洗术,1.453,18218.36,18521.19152,302.8315227,0.016622326,2010.997284,2,0,1,1,11011.57
K57:SS,肠憩室病:相关手术,3.578,9314.73,9620.061047,305.3310475,0.032779377,934.3166248,1,0,1,0,11543.03
K09.2:76.0904,颌的其他囊肿:颌骨囊肿开窗引流术,0.802,7340.35,7659.70956,319.3595595,0.043507402,802,1,0,0,0,10791.84
K62:ZLXCZ,肛门和直肠的其他疾病:治疗性操作,0.949,27621.81,27943.30213,321.4921281,0.011639068,2847,3,0,0,2,17765.69
J84.1:32.2001,其他间质性肺病伴有纤维化:胸腔镜下肺楔形切除术,3.489,33810.89,34134.47609,323.5860919,0.00957047,3489,1,0,0,0,42146.07
K29.5:43.4105,未特指的慢性胃炎:内镜下胃息肉切除术,0.668,6498.87,6841.294268,342.4242684,0.052689817,668,1,0,0,0,8460.17
J34.1:22.5300x004,鼻和鼻窦的囊肿和粘液囊肿:鼻内窥镜下多个鼻窦开窗术,1.217,11520.58,11868.30737,347.7273652,0.030183148,1217,1,0,0,0,16188.58
K57.3:45.2302,大肠憩室病不伴有穿孔或脓肿:电子结肠镜检查,0.73,6486.08,6837.458013,351.3780133,0.054174172,730,1,0,0,0,8195.38
O90.8,产褥期的其他并发症，不可归类在他处者,0.337,1850.25,2204.608096,354.358096,0.191519036,337,1,0,0,0,3009.95
O:BSZL,妊娠、分娩和产褥期:保守治疗,0.443,5257.37,5619.263986,361.893986,0.068835556,626.6409175,3,0,2,0,2591.69
H02.0:08.4401,睑内翻和倒睫:睑内翻矫正伴睑重建术,0.32,14272.82,14636.53362,363.713621,0.025482954,1600,5,0,0,2,13060.5
K29.1:44.1300x001,其他急性胃炎:胃镜检查,0.532,9779.53,10143.49403,363.9640318,0.037216925,1064,2,0,0,1,8039.76
B19.9,未特指的病毒性肝炎，不伴有肝昏迷,0.618,5925.28,6295.48682,370.2068197,0.062479211,618,1,0,0,0,7062.78
N17.9:96.0400,未特指的急性肾衰竭:气管内插管,7.157,9851.72,10223.05723,371.3372315,0.03769263,988.1795584,1,0,1,0,11367.4
S52.5:79.3201,桡骨下端骨折:桡骨骨折切开复位内固定术,1.591,15165.96,15542.83871,376.8787089,0.024850304,1591,1,0,0,0,18363.45
H40.4,继发于眼部炎症的青光眼,0.303,1719.82,2099.354932,379.5349325,0.220682939,303,1,0,0,0,2238.22
J34:SS,鼻和鼻窦的其他疾患:相关手术,1.129,31968.91,32353.06737,384.1573702,0.012016593,3387,3,0,0,1,22160.84
N61.X:85.1200x001,乳房炎性疾患:乳腺活检术,0.728,6698.93,7088.781855,389.8518551,0.058196138,728,1,0,0,0,8088.93
S69.9,腕和手未特指的损伤,0.365,2332.19,2723.676141,391.4861411,0.167862027,365,1,0,0,0,2924.59
I63.2:00.6300,入脑前动脉未特指的闭塞或狭窄引起的脑梗死:颈动脉支架经皮置入术,6.541,64858.19,65251.09262,392.9026249,0.006057872,6541,1,0,0,0,74046.51
R04.0,鼻出血,0.258,10646.28,11046.8649,400.5848995,0.037626748,1172.587027,7,0,4,3,4544.73
K76:SS,肝的其他疾病:相关手术,3.611,11423.7,11824.6535,400.9535006,0.035098392,1145.857457,1,0,1,0,14032.2
H16.9,未特指的角膜炎,0.274,12975.7,13380.00286,404.3028623,0.031158463,1469.656737,7,0,3,3,6617.45
O10.9,原有未特指的高血压并发于妊娠、分娩和产褥期,0.284,1894.06,2299.270413,405.2104134,0.213937475,284,1,0,0,0,2255.06
J32.9:22.2x01,未特指的慢性鼻窦炎:内镜下上颌窦开窗术,0.944,28418.78,28824.47739,405.6973899,0.014275679,2832,3,0,0,1,22381.27
I11.0,高血压心脏病伴有（充血性)心力衰竭,0.491,4464.22,4870.43064,406.2106395,0.090992523,491,1,0,0,0,5463.65
D24:SS,乳房良性肿瘤:相关手术,1.546,14716.39,15126.97918,410.5891819,0.027900129,1546,1,0,0,0,19994.39
D23.1:08.2000x006,眼睑（包括眦)皮肤良性肿瘤:眼睑病损切除术,0.283,5355.06,5777.573885,422.5138845,0.078899935,697.3106485,3,0,1,1,3530.11
T14.0:86.0400x011,身体未特指部位的浅表损伤:皮肤和皮下组织切开引流术,0.482,4260.56,4685.929008,425.3690077,0.099838755,482,1,0,0,0,5720.76
